year,month,day,tempavg,DPavg,humidity,SLPavg,visibilityavg,windavg,Rainfall
2020,2,28,19.65,13.47,92.43,995.37,10.09,11.74,115.67
2020,2,29,11.21,11.16,93.21,1037.6,5.0,6.18,186.72
2020,3,1,30.0,6.92,60.75,1049.44,7.35,11.16,161.62
2020,3,2,26.98,6.38,50.58,1006.15,3.98,11.12,0.0
2020,3,3,6.11,8.17,61.51,1046.95,14.34,14.13,132.33
2020,3,4,2.66,21.36,43.76,1027.67,10.67,13.52,0.0
2020,3,5,9.47,1.51,92.59,992.91,17.76,5.48,155.92
2020,3,6,4.26,23.7,82.33,987.71,11.87,10.66,87.19
2020,3,7,20.17,19.09,85.04,1005.24,3.79,12.87,99.35
2020,3,8,10.78,26.18,40.62,986.87,11.41,10.09,0.0
2020,3,9,19.42,24.4,39.58,984.33,17.34,8.24,0.0
2020,3,10,29.28,29.41,43.58,1000.26,8.24,6.13,0.0
2020,3,11,7.11,25.94,73.27,1034.0,5.62,2.0,101.2
2020,3,12,5.56,3.05,47.52,1001.95,3.44,13.34,0.0
2020,3,13,29.39,13.59,57.54,1003.56,18.41,6.95,0.0
2020,3,14,18.52,6.94,86.65,1024.79,16.43,14.01,105.54
2020,3,15,25.2,26.14,34.69,990.55,3.25,4.23,0.0
2020,3,16,18.79,11.16,89.5,1023.26,19.43,6.8,142.29
2020,3,17,33.08,16.16,97.85,1016.13,8.42,12.56,19.57
2020,3,18,26.8,24.12,80.02,1045.8,12.88,14.2,156.96
2020,3,19,19.95,22.98,76.1,1015.19,13.05,0.6,47.44
2020,3,20,1.28,29.43,80.12,1041.75,6.14,7.76,33.17
2020,3,21,34.27,5.37,42.35,997.47,13.75,6.22,0.0
2020,3,22,2.3,1.2,79.9,1032.25,17.4,9.28,151.33
2020,3,23,32.66,9.17,30.28,1038.52,18.3,3.47,0.0
2020,3,24,26.16,5.91,48.82,981.22,7.84,1.96,0.0
2020,3,25,2.75,12.23,94.21,1044.32,8.39,6.69,15.64
2020,3,26,20.2,5.5,99.67,998.15,10.72,8.57,60.84
2020,3,27,5.38,17.23,37.93,1003.9,6.15,13.22,0.0
2020,3,28,12.46,8.5,33.4,1046.14,1.74,13.51,0.0
2020,3,29,34.76,18.59,49.03,1012.36,19.21,0.8,0.0
2020,3,30,18.81,24.55,72.42,1010.95,16.29,9.74,187.55
2020,3,31,17.16,2.07,90.16,992.6,5.67,10.87,31.29
2020,4,1,28.28,21.07,89.19,1032.12,8.33,4.48,47.43
2020,4,2,10.87,26.29,99.18,1030.94,10.22,8.3,62.48
2020,4,3,9.42,9.69,93.78,987.79,9.2,4.57,58.81
2020,4,4,9.49,26.43,40.3,1035.11,2.99,1.87,0.0
2020,4,5,14.27,7.05,50.58,999.17,3.43,14.42,0.0
2020,4,6,12.32,15.04,77.05,984.0,12.14,6.02,66.58
2020,4,7,16.32,25.58,69.67,981.31,14.76,13.21,116.78
2020,4,8,20.36,7.93,78.05,1000.87,12.43,10.57,108.25
2020,4,9,9.92,12.24,52.0,1023.42,17.12,8.02,0.0
2020,4,10,7.18,20.95,38.02,1027.94,9.75,2.04,0.0
2020,4,11,18.43,27.73,81.17,1033.53,19.15,8.06,110.46
2020,4,12,1.16,22.32,58.96,986.95,8.58,10.54,0.0
2020,4,13,13.77,14.94,76.05,999.37,11.88,8.58,85.65
2020,4,14,6.84,17.99,81.99,985.36,14.49,9.91,131.96
2020,4,15,13.16,18.07,61.04,1025.61,6.16,14.43,10.58
2020,4,16,13.6,17.24,81.03,1046.2,16.38,2.98,105.54
2020,4,17,29.54,4.31,53.5,994.99,16.27,7.54,0.0
2020,4,18,20.41,16.84,92.12,1034.92,11.49,2.6,143.36
2020,4,19,4.59,14.08,81.95,1049.67,9.45,4.12,164.59
2020,4,20,21.5,7.87,39.35,994.11,15.86,3.33,0.0
2020,4,21,33.95,6.46,31.95,992.91,3.5,13.16,0.0
2020,4,22,11.66,11.84,66.24,1025.5,3.35,12.68,37.77
2020,4,23,0.23,14.85,56.27,998.57,6.53,10.74,0.0
2020,4,24,33.47,21.59,41.56,998.03,19.42,0.5,0.0
2020,4,25,32.05,13.3,58.43,995.88,9.36,1.03,0.0
2020,4,26,34.8,12.46,66.43,1000.07,12.93,12.58,72.25
2020,4,27,7.44,18.96,90.22,984.3,12.61,1.29,170.86
2020,4,28,13.88,5.14,34.3,1007.27,19.18,14.29,0.0
2020,4,29,20.55,10.25,34.32,988.15,4.95,9.46,0.0
2020,4,30,6.36,16.17,97.15,1028.27,10.94,14.1,110.72
2020,5,1,4.7,12.6,64.14,1046.36,12.52,5.3,49.29
2020,5,2,30.07,22.93,72.46,1015.5,5.6,0.15,40.3
2020,5,3,13.64,19.57,47.89,1004.62,1.37,1.12,0.0
2020,5,4,29.48,15.11,77.58,1049.95,3.6,5.3,103.4
2020,5,5,16.73,6.64,77.01,993.7,15.72,6.69,38.87
2020,5,6,34.16,17.2,83.52,991.57,6.32,14.32,29.29
2020,5,7,0.95,28.84,41.32,993.69,6.91,0.41,0.0
2020,5,8,2.52,17.31,31.86,1002.82,19.51,8.25,0.0
2020,5,9,34.58,9.69,78.35,983.49,14.67,13.16,87.3
2020,5,10,10.48,6.32,95.73,1037.42,6.79,2.83,24.19
2020,5,11,24.09,3.36,37.9,1000.61,16.09,13.34,0.0
2020,5,12,25.02,26.46,75.74,1035.08,7.9,3.32,51.05
2020,5,13,4.55,19.4,63.21,992.8,10.38,12.83,28.63
2020,5,14,2.37,11.56,83.71,1010.66,1.28,14.04,140.7
2020,5,15,22.54,11.42,47.34,1008.67,10.69,1.81,0.0
2020,5,16,27.09,15.95,54.0,1009.44,15.63,14.7,0.0
2020,5,17,26.32,11.46,97.33,998.96,12.76,13.06,159.81
2020,5,18,18.7,9.01,70.13,1003.4,14.29,14.82,4.6
2020,5,19,26.59,11.0,52.6,1034.5,3.61,7.61,0.0
2020,5,20,30.31,29.25,98.03,1042.47,15.3,10.22,140.01
2020,5,21,15.53,3.34,89.07,1011.16,13.51,4.05,32.14
2020,5,22,17.78,14.94,79.94,1049.22,3.27,9.23,173.65
2020,5,23,33.97,28.41,95.26,1044.48,5.88,14.13,158.56
2020,5,24,9.96,25.49,94.6,1030.36,14.96,9.08,131.3
2020,5,25,23.98,4.69,86.99,1021.78,16.18,9.82,13.55
2020,5,26,11.42,19.79,61.56,1024.66,6.76,0.74,51.28
2020,5,27,19.9,7.58,58.71,1006.29,17.73,13.59,0.0
2020,5,28,23.65,29.49,37.67,1049.14,17.33,13.51,0.0
2020,5,29,0.26,28.92,68.33,990.71,11.21,9.62,15.8
2020,5,30,26.39,23.16,95.92,994.89,2.12,4.06,169.94
2020,5,31,16.7,11.58,60.75,1035.0,10.03,10.89,63.01
2020,6,1,28.42,12.81,49.36,1016.0,2.3,4.43,0.0
2020,6,2,18.08,18.3,52.52,1033.18,17.3,6.77,0.0
2020,6,3,13.18,17.64,69.31,981.47,1.87,1.11,79.19
2020,6,4,15.36,29.03,36.27,990.72,13.03,1.75,0.0
2020,6,5,22.12,22.77,59.12,1039.7,5.05,8.06,0.0
2020,6,6,22.1,8.67,65.58,995.17,16.88,5.15,179.93
2020,6,7,18.58,11.59,49.52,1020.41,15.97,0.95,0.0
2020,6,8,22.81,1.15,87.26,1001.98,11.47,2.03,151.72
2020,6,9,19.03,10.04,42.21,983.4,16.46,1.7,0.0
2020,6,10,29.93,3.99,70.03,1024.94,5.96,10.93,15.69
2020,6,11,24.52,10.43,54.43,1030.95,2.95,11.67,0.0
2020,6,12,12.09,1.69,98.19,983.89,8.47,10.98,79.1
2020,6,13,4.37,28.33,86.05,1044.2,3.83,1.82,115.27
2020,6,14,0.85,25.73,61.29,989.85,1.47,4.84,81.73
2020,6,15,20.53,27.32,86.76,1028.97,19.72,10.33,23.38
2020,6,16,2.21,20.34,33.08,988.44,14.8,5.21,0.0
2020,6,17,27.93,24.62,86.95,992.98,5.61,2.72,50.13
2020,6,18,25.83,22.79,73.15,983.17,3.54,6.6,145.94
2020,6,19,21.14,14.74,33.72,990.98,8.91,13.58,0.0
2020,6,20,7.37,18.06,95.16,1024.8,12.88,6.94,141.38
2020,6,21,8.26,10.22,80.11,1019.66,11.54,14.19,33.82
2020,6,22,6.52,28.34,90.57,1024.7,15.39,1.25,64.03
2020,6,23,5.69,3.98,66.14,999.32,5.12,12.84,105.77
2020,6,24,21.88,19.3,32.67,1014.24,12.49,8.16,0.0
2020,6,25,34.94,20.49,49.93,1006.11,15.77,9.0,0.0
2020,6,26,14.93,8.7,91.55,988.86,17.54,3.44,120.38
2020,6,27,4.66,17.36,96.43,1044.32,17.61,7.18,183.5
2020,6,28,8.81,4.78,47.12,1035.3,3.66,0.65,0.0
2020,6,29,16.49,11.11,38.67,1018.92,2.95,14.23,0.0
2020,6,30,7.67,1.46,48.93,1038.52,13.7,4.84,0.0
2020,7,1,7.83,10.54,61.38,990.49,6.97,14.1,9.55
2020,7,2,12.21,19.18,35.92,990.03,10.19,0.61,0.0
2020,7,3,8.03,21.82,65.39,982.53,18.4,11.66,48.51
2020,7,4,20.17,8.7,94.28,1022.75,19.02,0.13,117.8
2020,7,5,14.84,3.86,98.75,1045.37,13.89,0.89,111.71
2020,7,6,32.77,26.74,32.36,1014.69,12.61,5.88,0.0
2020,7,7,31.0,9.49,82.56,1014.65,12.07,7.26,117.59
2020,7,8,16.98,20.87,37.35,983.24,9.2,11.04,0.0
2020,7,9,32.84,16.06,77.28,983.13,15.47,11.69,184.63
2020,7,10,15.35,3.18,83.04,1043.04,4.96,11.66,137.76
2020,7,11,5.8,8.84,54.74,980.65,18.05,6.43,0.0
2020,7,12,19.35,24.0,46.53,1036.39,10.19,12.76,0.0
2020,7,13,33.59,3.36,68.53,1039.18,11.55,4.06,88.53
2020,7,14,8.61,15.47,35.26,1010.15,19.23,4.51,0.0
2020,7,15,32.97,5.83,66.16,991.08,19.19,13.27,32.12
2020,7,16,20.03,28.48,90.01,1011.94,7.94,1.62,172.12
2020,7,17,0.23,20.82,66.78,1043.85,4.83,12.26,114.21
2020,7,18,3.35,2.2,87.55,1006.55,17.07,5.21,127.89
2020,7,19,17.95,23.25,89.54,1019.98,3.84,0.7,144.55
2020,7,20,2.32,17.72,47.39,1022.8,1.89,8.45,0.0
2020,7,21,8.82,28.74,39.12,1013.53,4.9,3.61,0.0
2020,7,22,27.41,10.73,71.11,994.01,10.99,0.73,68.05
2020,7,23,13.0,29.42,90.62,1037.67,1.9,7.58,127.76
2020,7,24,25.28,27.54,32.4,984.45,11.63,6.61,0.0
2020,7,25,8.04,28.73,61.98,1044.16,9.21,5.06,140.05
2020,7,26,23.18,3.15,87.28,1000.46,19.13,9.48,189.61
2020,7,27,24.06,20.74,45.18,1049.19,8.47,11.85,0.0
2020,7,28,29.22,3.41,70.13,1017.99,8.17,6.24,23.93
2020,7,29,15.75,29.45,98.49,1034.55,5.62,9.24,131.89
2020,7,30,15.78,9.95,69.82,1021.06,6.81,7.18,153.87
2020,7,31,9.24,10.22,40.08,1027.99,15.61,8.72,0.0
2020,8,1,24.68,20.73,92.33,1019.67,1.06,10.5,60.28
2020,8,2,9.37,14.74,42.48,1004.75,9.16,4.73,0.0
2020,8,3,13.65,21.47,40.21,1002.85,3.83,5.29,0.0
2020,8,4,34.05,8.58,81.91,1007.34,12.77,7.6,77.14
2020,8,5,16.29,22.07,49.31,983.06,9.49,12.77,0.0
2020,8,6,3.52,10.95,63.95,1006.3,1.05,12.58,102.47
2020,8,7,29.32,1.46,33.77,1048.25,8.73,7.93,0.0
2020,8,8,18.5,20.67,60.89,1029.82,3.67,10.01,62.77
2020,8,9,24.14,0.88,70.82,1016.05,14.5,5.61,111.7
2020,8,10,1.88,15.46,97.44,980.82,11.62,11.66,117.63
2020,8,11,10.84,11.04,80.24,1049.96,6.73,1.07,71.36
2020,8,12,30.14,17.12,47.35,1034.04,19.63,10.71,0.0
2020,8,13,13.57,23.37,69.26,999.86,12.84,3.74,126.18
2020,8,14,31.92,7.91,93.11,1045.04,11.42,0.45,189.7
2020,8,15,11.41,25.89,86.05,1011.9,19.45,14.2,31.64
2020,8,16,23.91,29.74,52.73,993.73,9.17,14.11,0.0
2020,8,17,28.97,8.68,63.62,994.8,17.05,1.21,28.4
2020,8,18,6.66,24.1,85.24,986.06,6.69,4.81,147.13
2020,8,19,3.35,27.59,54.3,1010.75,15.5,13.37,0.0
2020,8,20,6.39,25.4,91.84,1036.61,19.08,10.1,43.05
2020,8,21,17.18,4.72,77.55,1041.39,2.44,3.04,41.07
2020,8,22,11.98,27.57,97.69,1038.57,5.35,2.65,87.87
2020,8,23,21.92,5.96,99.82,1012.78,5.2,12.55,50.54
2020,8,24,2.49,14.73,34.52,1009.09,19.57,14.07,0.0
2020,8,25,19.83,10.46,86.95,997.65,19.47,14.95,188.47
2020,8,26,16.6,1.7,78.23,1019.51,12.49,12.91,11.08
2020,8,27,26.04,22.49,83.48,994.61,1.68,9.81,55.73
2020,8,28,6.96,20.91,42.8,1041.21,3.22,14.75,0.0
2020,8,29,32.86,14.75,43.56,982.79,11.48,12.61,0.0
2020,8,30,23.44,5.19,86.21,1006.54,11.82,10.71,133.3
2020,8,31,29.56,25.97,42.19,1036.72,12.16,0.41,0.0
2020,9,1,15.38,24.1,97.32,995.09,16.75,13.11,118.15
2020,9,2,26.81,16.57,73.97,1007.31,9.1,5.0,153.98
2020,9,3,12.05,13.44,62.73,1021.64,17.87,0.61,121.78
2020,9,4,9.05,6.38,89.11,1015.33,6.08,13.75,0.42
2020,9,5,16.19,24.24,81.58,995.03,4.65,1.53,91.9
2020,9,6,4.48,20.07,66.1,1019.84,3.58,5.15,33.06
2020,9,7,8.28,0.48,35.79,982.39,13.9,1.17,0.0
2020,9,8,15.01,14.27,62.21,1009.56,11.27,10.82,13.62
2020,9,9,23.25,19.87,34.64,1049.79,17.86,0.95,0.0
2020,9,10,15.42,4.81,46.54,1043.8,14.68,7.53,0.0
2020,9,11,30.87,27.38,59.68,1006.85,15.48,5.93,0.0
2020,9,12,11.52,3.36,77.76,1025.93,9.43,11.1,157.84
2020,9,13,18.4,4.45,80.13,983.8,14.08,12.62,161.33
2020,9,14,31.8,20.08,60.71,1017.77,15.11,1.6,131.97
2020,9,15,28.27,23.58,68.19,1004.48,10.34,9.98,80.05
2020,9,16,3.11,11.31,92.03,1030.98,19.75,9.28,100.65
2020,9,17,4.0,21.93,70.25,1030.43,17.72,9.01,104.04
2020,9,18,33.15,2.97,81.79,1041.64,18.17,9.46,168.16
2020,9,19,4.02,7.51,90.29,1019.29,10.75,13.0,185.11
2020,9,20,10.88,17.08,51.2,998.57,17.48,1.73,0.0
2020,9,21,27.92,20.59,93.55,1028.75,5.4,7.69,48.58
2020,9,22,29.02,28.44,98.15,989.65,14.32,5.32,23.14
2020,9,23,23.02,25.51,92.81,1028.76,13.63,7.71,181.12
2020,9,24,9.54,0.79,60.77,1032.63,3.07,14.19,49.14
2020,9,25,0.7,24.21,98.02,1022.34,1.91,9.45,90.99
2020,9,26,14.24,18.51,54.52,1013.92,15.84,14.13,0.0
2020,9,27,8.87,10.18,97.13,1010.13,9.32,5.18,91.04
2020,9,28,15.54,28.18,92.9,1008.04,1.48,12.03,140.08
2020,9,29,0.74,21.12,95.31,1037.55,18.92,3.07,15.02
2020,9,30,5.17,7.0,60.09,1026.19,8.41,13.09,50.41
2020,10,1,21.51,11.58,98.72,1025.5,11.17,8.97,127.81
2020,10,2,9.35,25.3,44.76,1008.62,2.9,10.63,0.0
2020,10,3,11.36,2.67,75.3,998.33,17.88,14.64,35.15
2020,10,4,20.26,27.44,75.97,1029.76,15.65,7.36,100.13
2020,10,5,17.86,13.75,36.19,992.33,15.56,14.92,0.0
2020,10,6,5.13,2.1,97.02,1047.93,15.92,0.63,122.14
2020,10,7,20.38,17.87,65.2,992.65,18.02,2.29,170.29
2020,10,8,33.84,14.73,51.05,1016.43,1.75,10.69,0.0
2020,10,9,22.08,0.34,39.96,1001.55,9.65,4.75,0.0
2020,10,10,3.31,1.18,39.42,1006.68,11.73,4.61,0.0
2020,10,11,2.65,7.5,81.4,1015.92,16.1,6.92,149.59
2020,10,12,17.0,10.09,55.64,984.77,3.42,7.44,0.0
2020,10,13,23.46,23.24,69.57,1040.82,14.19,10.52,60.51
2020,10,14,22.83,9.52,87.84,1038.83,16.26,2.47,117.23
2020,10,15,21.17,24.85,89.35,1016.32,9.38,1.84,17.94
2020,10,16,12.41,7.97,92.93,1015.59,16.34,3.12,182.19
2020,10,17,5.8,15.91,39.8,1033.71,5.24,1.05,0.0
2020,10,18,2.88,19.22,75.95,1003.95,4.67,8.46,137.07
2020,10,19,15.96,13.15,37.44,998.45,11.37,3.86,0.0
2020,10,20,32.55,16.86,67.78,1018.95,15.6,6.32,21.34
2020,10,21,0.76,24.41,62.6,1013.91,5.71,1.96,122.84
2020,10,22,22.19,17.79,77.56,997.11,10.56,1.72,163.52
2020,10,23,1.1,19.62,38.56,1019.3,6.03,14.86,0.0
2020,10,24,0.5,21.23,37.62,1016.2,6.94,2.72,0.0
2020,10,25,19.92,16.82,99.17,1030.11,17.48,9.56,107.44
2020,10,26,20.67,10.69,40.32,1047.56,7.66,13.57,0.0
2020,10,27,6.67,1.57,78.85,984.32,15.64,14.7,15.42
2020,10,28,25.92,11.51,50.15,1003.84,10.0,14.08,0.0
2020,10,29,4.0,9.61,65.51,1039.18,18.17,3.28,100.95
2020,10,30,20.59,2.19,60.13,1021.17,7.22,7.56,199.83
2020,10,31,14.36,14.03,63.47,1031.22,7.71,3.75,26.44
2020,11,1,0.05,6.79,89.38,1004.76,13.12,1.2,144.36
2020,11,2,32.69,13.51,94.43,984.35,15.1,10.16,7.97
2020,11,3,2.23,2.74,48.89,1015.49,17.1,13.19,0.0
2020,11,4,15.5,15.47,87.29,988.54,12.86,5.26,160.1
2020,11,5,17.91,3.17,49.39,1030.13,15.2,5.37,0.0
2020,11,6,6.32,8.47,55.78,1040.63,14.01,3.29,0.0
2020,11,7,19.25,8.16,36.96,1027.88,5.69,0.04,0.0
2020,11,8,26.61,8.98,55.54,1040.42,7.9,5.9,0.0
2020,11,9,0.79,15.92,80.54,1047.54,8.68,12.88,39.17
2020,11,10,21.9,12.77,87.43,1032.88,11.2,11.59,170.67
2020,11,11,32.72,24.23,84.19,1030.55,13.99,7.62,117.3
2020,11,12,2.59,11.62,61.78,1017.88,18.73,1.93,109.21
2020,11,13,3.76,1.5,52.32,1046.67,2.73,1.73,0.0
2020,11,14,23.66,23.65,38.83,1039.27,4.81,2.58,0.0
2020,11,15,7.87,29.14,52.58,1018.5,1.09,12.8,0.0
2020,11,16,29.14,1.99,96.31,1004.78,14.99,7.54,192.82
2020,11,17,1.42,11.03,69.74,1006.77,1.82,1.58,26.17
2020,11,18,7.87,0.65,99.76,1044.59,8.08,9.33,49.17
2020,11,19,31.51,12.69,84.49,999.4,12.15,0.8,158.0
2020,11,20,32.06,2.87,73.38,1013.54,18.42,10.85,127.01
2020,11,21,5.13,29.05,67.74,1037.97,11.3,11.05,151.05
2020,11,22,22.7,29.03,42.78,1037.97,5.52,7.19,0.0
2020,11,23,23.17,29.74,37.79,990.61,13.31,1.97,0.0
2020,11,24,26.56,25.17,59.83,1049.17,10.88,9.71,0.0
2020,11,25,14.17,7.98,47.3,1047.58,18.8,7.43,0.0
2020,11,26,19.51,3.73,35.89,1047.35,11.43,11.42,0.0
2020,11,27,23.46,19.16,66.89,1005.92,3.4,0.87,191.23
2020,11,28,26.9,28.62,76.29,1044.48,3.06,8.66,121.69
2020,11,29,22.04,20.5,82.8,1034.55,10.43,11.03,119.61
2020,11,30,6.77,14.77,59.92,984.4,4.16,11.08,0.0
2020,12,1,19.33,11.29,71.86,999.55,5.11,13.16,78.88
2020,12,2,10.64,6.77,86.03,981.26,2.08,1.77,135.03
2020,12,3,0.33,14.57,41.56,998.79,11.18,11.81,0.0
2020,12,4,21.81,22.79,89.89,1029.07,8.84,11.34,59.31
2020,12,5,33.72,27.19,53.06,1037.18,17.41,3.58,0.0
2020,12,6,12.04,11.61,87.11,1016.67,18.21,14.79,182.27
2020,12,7,14.55,17.03,57.99,1001.59,4.81,0.62,0.0
2020,12,8,14.52,5.57,86.1,1034.99,7.41,5.3,36.48
2020,12,9,3.54,5.01,36.02,1015.33,14.4,14.44,0.0
2020,12,10,16.16,25.69,84.76,994.66,2.78,2.08,56.5
2020,12,11,5.69,15.82,53.09,1000.49,2.48,1.53,0.0
2020,12,12,18.45,29.42,87.13,1030.12,12.71,4.69,169.96
2020,12,13,24.38,23.51,31.58,1029.15,11.08,5.24,0.0
2020,12,14,24.78,22.7,56.59,995.23,9.23,6.84,0.0
2020,12,15,0.71,23.76,45.96,1037.79,9.26,10.67,0.0
2020,12,16,32.16,9.79,52.92,995.57,12.51,9.39,0.0
2020,12,17,2.49,8.86,66.93,1022.07,15.84,11.75,65.87
2020,12,18,16.81,2.48,77.33,1034.02,2.38,1.89,50.05
2020,12,19,25.58,7.9,30.89,988.11,19.02,6.18,0.0
2020,12,20,3.82,4.29,81.31,1047.23,7.15,14.16,188.15
2020,12,21,31.52,21.33,44.41,984.53,6.94,9.92,0.0
2020,12,22,33.25,15.67,88.27,1023.97,5.5,12.42,144.46
2020,12,23,14.34,11.67,38.9,981.63,16.77,8.67,0.0
2020,12,24,10.47,24.82,95.51,1038.96,10.76,12.44,167.53
2020,12,25,8.84,23.43,65.2,990.12,19.26,3.58,61.59
2020,12,26,30.81,9.55,42.11,997.09,8.69,9.26,0.0
2020,12,27,32.72,27.18,90.15,984.09,16.01,10.19,195.0
2020,12,28,16.35,28.25,71.54,986.32,10.3,5.9,142.6
2020,12,29,27.81,4.8,96.17,992.39,7.44,3.78,161.84
2020,12,30,28.81,10.31,72.88,985.13,6.71,5.2,44.46
2020,12,31,22.56,26.61,52.71,1048.67,15.06,7.71,0.0
2021,1,1,21.88,27.66,46.28,1046.39,15.58,6.87,0.0
2021,1,2,16.04,22.52,82.9,1011.63,15.5,5.58,56.91
2021,1,3,19.85,29.61,74.87,991.8,7.83,13.8,15.49
2021,1,4,21.26,7.16,46.41,1013.33,12.15,1.68,0.0
2021,1,5,23.14,15.72,35.15,1044.71,5.58,6.71,0.0
2021,1,6,3.61,25.24,51.21,1000.25,3.28,0.86,0.0
2021,1,7,19.41,4.31,78.64,1037.43,17.1,6.04,183.45
2021,1,8,5.66,1.3,63.63,982.18,2.31,11.08,135.53
2021,1,9,15.22,26.81,59.93,1040.18,9.67,11.84,0.0
2021,1,10,15.35,20.15,65.4,993.8,15.68,11.18,147.97
2021,1,11,17.87,16.35,69.7,1031.92,4.58,9.11,199.88
2021,1,12,10.53,17.52,34.73,1016.29,9.98,1.45,0.0
2021,1,13,13.58,12.4,35.62,1000.75,13.84,4.22,0.0
2021,1,14,12.67,10.92,97.61,980.96,19.75,14.91,141.07
2021,1,15,31.11,26.69,33.85,997.83,14.33,7.0,0.0
2021,1,16,27.87,24.98,69.02,1023.4,5.6,9.24,141.89
2021,1,17,13.97,13.4,40.53,1001.58,3.24,12.31,0.0
2021,1,18,3.44,24.55,40.2,1018.67,12.85,14.32,0.0
2021,1,19,4.92,15.76,44.29,997.97,18.47,5.36,0.0
2021,1,20,13.76,19.34,42.52,1001.45,14.52,0.39,0.0
2021,1,21,17.43,5.81,67.62,1018.48,12.03,8.78,30.41
2021,1,22,21.91,11.77,92.62,1044.39,5.68,0.87,142.39
2021,1,23,28.72,8.55,46.7,1014.73,18.38,6.21,0.0
2021,1,24,19.25,6.36,41.76,997.18,10.64,14.7,0.0
2021,1,25,17.33,18.4,77.27,1040.53,19.74,2.87,178.16
2021,1,26,7.15,26.31,63.35,1041.31,12.71,13.07,189.64
2021,1,27,21.68,5.44,94.97,980.93,18.62,4.31,132.53
2021,1,28,31.75,3.51,43.95,1003.13,3.88,11.43,0.0
2021,1,29,18.28,17.12,60.48,1039.92,8.92,6.21,94.3
2021,1,30,19.83,19.49,82.43,1005.51,3.51,9.96,162.89
2021,1,31,9.38,5.42,77.19,1049.52,7.94,5.04,25.52
2021,2,1,16.11,1.65,38.95,1012.42,17.03,14.99,0.0
2021,2,2,11.94,27.31,61.42,1040.1,5.33,2.18,0.85
2021,2,3,16.49,1.13,57.34,1046.21,7.0,7.09,0.0
2021,2,4,15.18,24.72,37.98,1032.52,16.76,13.5,0.0
2021,2,5,23.65,1.04,65.2,1011.29,10.0,5.68,51.42
2021,2,6,16.25,6.26,95.33,1003.87,16.86,9.22,138.48
2021,2,7,14.66,17.89,70.75,1030.39,4.99,7.3,184.48
2021,2,8,0.06,2.31,58.26,1029.4,19.25,8.69,0.0
2021,2,9,16.95,27.89,45.89,1019.41,15.56,3.64,0.0
2021,2,10,8.92,24.07,75.48,987.57,6.9,13.05,91.89
2021,2,11,9.69,2.8,85.52,1005.53,10.32,12.87,76.95
2021,2,12,27.73,29.64,92.92,1005.7,16.86,3.87,13.34
2021,2,13,0.48,16.76,73.45,980.39,12.9,9.65,87.05
2021,2,14,22.06,29.85,73.02,1020.36,17.33,13.21,112.05
2021,2,15,18.14,18.43,41.2,1012.09,1.91,6.68,0.0
2021,2,16,27.77,8.84,45.98,1032.67,4.4,12.78,0.0
2021,2,17,27.12,10.74,96.51,1008.1,7.66,2.38,78.48
2021,2,18,0.43,27.99,79.97,981.15,3.63,6.62,36.41
2021,2,19,34.6,4.82,67.48,1023.86,12.54,14.45,172.7
2021,2,20,7.28,7.66,78.46,993.32,7.93,6.84,151.76
2021,2,21,28.77,26.76,75.09,1019.56,5.69,2.26,171.44
2021,2,22,6.84,10.55,56.24,1043.09,7.53,6.25,0.0
2021,2,23,20.79,25.85,90.38,993.49,12.69,9.52,190.3
2021,2,24,32.93,15.93,38.18,1038.66,12.44,13.7,0.0
2021,2,25,20.44,11.51,55.68,983.43,16.71,3.92,0.0
2021,2,26,24.11,24.0,90.69,1025.13,14.02,4.08,157.6
2021,2,27,29.01,9.93,88.87,997.78,14.49,6.98,84.77
2021,2,28,33.95,13.44,79.89,1017.54,3.15,14.78,48.52
2021,3,1,22.69,26.17,45.2,1006.9,18.92,3.9,0.0
2021,3,2,20.36,18.22,61.76,1001.09,15.55,7.8,154.27
2021,3,3,6.86,1.25,42.93,1028.81,1.17,11.12,0.0
2021,3,4,27.8,7.46,89.56,1021.6,19.34,6.61,91.17
2021,3,5,13.71,5.96,39.46,1008.04,3.72,12.15,0.0
2021,3,6,4.09,25.94,55.4,988.02,9.02,8.94,0.0
2021,3,7,4.34,25.98,92.02,996.01,1.35,7.41,117.1
2021,3,8,23.5,29.89,60.34,1005.48,14.04,3.72,180.41
2021,3,9,10.86,4.0,57.53,981.37,1.44,11.9,0.0
2021,3,10,2.65,23.4,68.43,1026.32,4.5,1.55,175.91
2021,3,11,2.95,18.27,85.84,1008.9,6.24,10.67,32.04
2021,3,12,32.81,5.23,40.72,1020.53,16.76,1.25,0.0
2021,3,13,22.07,0.57,75.36,980.64,3.08,7.25,54.29
2021,3,14,22.86,4.06,60.97,1031.22,10.0,5.19,138.12
2021,3,15,8.46,5.69,93.96,983.02,11.08,6.73,32.02
2021,3,16,29.37,24.6,79.62,1031.2,2.49,5.37,91.93
2021,3,17,6.43,28.08,43.06,1039.23,3.14,14.5,0.0
2021,3,18,4.05,18.65,34.03,1042.14,12.24,13.46,0.0
2021,3,19,30.42,4.73,95.03,1028.99,6.45,9.14,67.18
2021,3,20,20.63,8.39,39.72,1029.28,6.41,5.99,0.0
2021,3,21,17.74,28.51,90.2,980.08,7.96,8.59,133.72
2021,3,22,27.3,20.23,62.49,986.56,18.95,1.89,75.39
2021,3,23,34.71,7.09,41.99,1040.68,11.42,14.57,0.0
2021,3,24,4.91,13.94,78.28,987.01,3.19,1.87,115.59
